"","Sec","variable","value"
"2022","U","RMW",0.00263102775319505
"2023","CD","RMW",0.00750244924268451
"2024","I","RMW",0.00395346253568095
"2025","H","RMW",-0.0116846864770294
"2026","RE","RMW",-0.00559580030589062
"2027","E","RMW",-0.00107144414567344
"2028","IT","RMW",-0.00668039947698866
"2029","I","RMW",0.00308078329720568
"2030","RE","RMW",-0.00151295347516024
"2031","I","RMW",0.00148326977227671
"2032","IT","RMW",-0.0022589779579371
"2033","FI","RMW",-0.0123320689537682
"2034","U","RMW",0.00195601167865391
"2035","IT","RMW",0.000137439856757891
"2036","IT","RMW",-0.00520872648529105
"2037","I","RMW",-0.00344871453130483
"2038","I","RMW",-0.000517663972858216
"2039","M","RMW",0.00411207266198696
"2040","CD","RMW",0.0133955688933248
"2041","CD","RMW",-0.00289743141303255
"2042","I","RMW",-0.00647244486781236
"2043","FI","RMW",0.00418891492159967
"2044","M","RMW",0.0197539291067823
"2045","CD","RMW",0.00932690204513672
"2046","IT","RMW",-0.00658731019863131
"2047","I","RMW",-0.00523550081949654
"2048","I","RMW",-0.00625361953414996
"2049","RE","RMW",0.00659581332798647
"2050","CS","RMW",0.00245694004161187
"2051","CD","RMW",-0.00451919452449914
"2052","CD","RMW",8.32286614465298e-06
"2053","H","RMW",-0.0102355640375438
"2054","IT","RMW",-0.00484990920654324
"2055","FI","RMW",-0.0102809618127568
"2056","CD","RMW",-0.00803852999840443
"2057","I","RMW",0.00161437679766622
"2058","E","RMW",-0.00405212753176124
"2059","CD","RMW",-0.00412653233424315
"2060","CD","RMW",0.0134343983681203
"2061","IT","RMW",-0.00484001349586259
"2062","FI","RMW",-0.0125212290926453
"2063","CD","RMW",6.45980218035942e-05
"2064","H","RMW",-0.0133520805126202
"2065","RE","RMW",-0.00682680178470026
"2066","E","RMW",-0.00408183064089431
"2067","H","RMW",-0.00613066807467609
"2068","CS","RMW",-0.00101957691198035
"2069","E","RMW",-0.0043432505729259
"2070","H","RMW",-0.00601720324912396
"2071","CD","RMW",-0.00118712605903726
"2072","I","RMW",-0.00288330797543532
"2073","CS","RMW",-0.00350281721191062
"2074","RE","RMW",0.00726452858510835
"2075","IT","RMW",0.000170813145927369
"2076","H","RMW",-0.00281540182512713
"2077","FI","RMW",-0.00669361683594496
"2078","I","RMW",-0.00766825520962174
"2079","H","RMW",-0.00494219155300445
"2080","I","RMW",0.00205082493009281
"2081","H","RMW",-0.0226149880633333
"2082","I","RMW",-0.00074746555892627
"2083","IT","RMW",0.00308377595783709
"2084","FI","RMW",-0.00419126371603295
"2085","IT","RMW",0.00178038601604887
"2086","H","RMW",-0.0137628628971984
"2087","M","RMW",0.00189488511783225
"2088","CD","RMW",-0.00531375475351064
"2089","M","RMW",-0.00728301648581447
"2090","IT","RMW",-0.00227280765382969
"2091","H","RMW",-0.00856921811939345
"2092","FI","RMW",-0.00405582106556327
"2093","IT","RMW",-0.00628671363196905
"2094","RE","RMW",-0.000400586508779329
"2095","I","RMW",-0.00791489504082904
"2096","I","RMW",-0.000738790899549492
"2097","CS","RMW",-0.00180934218407983
"2098","I","RMW",-0.00743564399111157
"2099","FI","RMW",-0.0139991020394958
"2100","IT","RMW",-0.0161796624404085
"2101","I","RMW",0.00583984154985936
"2102","CS","RMW",0.00136701836933307
"2103","FI","RMW",-0.00831776479426118
"2104","CS","RMW",-0.000816849574968141
"2105","RE","RMW",-0.00759657950509171
"2106","E","RMW",0.00168912618481049
"2107","IT","RMW",-0.000830071627704531
"2108","CD","RMW",0.00591575971750232
"2109","CS","RMW",0.00733316457230592
"2110","CD","RMW",0.0154265128642059
"2111","I","RMW",-0.0028678571349948
"2112","H","RMW",-0.00375984208522229
"2113","IT","RMW",-0.00284724984353906
"2114","CD","RMW",0.00298008749609728
"2115","CD","RMW",-0.00554835476802317
"2116","FI","RMW",-0.00729747396729142
"2117","H","RMW",-0.00945437060056379
"2118","FI","RMW",-0.00969243601198053
"2119","CD","RMW",0.00496530532847874
"2120","I","RMW",-0.0033959709667243
"2121","CD","RMW",-0.00496223188123544
"2122","M","RMW",-0.00905808241561419
"2123","FI","RMW",-0.00994184594211255
"2124","RE","RMW",0.00659253695684881
"2125","CD","RMW",0.0152443948252385
"2126","E","RMW",-0.00353775673413928
"2127","E","RMW",-0.00518108443217426
"2128","CD","RMW",0.00914878592965353
"2129","FI","RMW",-0.00448522023402664
"2130","M","RMW",-0.00444961813662743
"2131","I","RMW",-0.00668330234411915
"2132","IT","RMW",0.00286306701430864
"2133","CD","RMW",0.0126118046556852
"2134","CS","RMW",0.00284756902197508
"2135","CD","RMW",0.00482718331859636
"2136","H","RMW",-0.00874355610847073
"2137","H","RMW",-0.00847456612898171
"2138","H","RMW",-0.00916906077284983
"2139","FI","RMW",-0.0107275134929544
"2140","H","RMW",-0.00424173076971507
"2141","CD","RMW",-0.00704996405701272
"2142","CD","RMW",0.00544020286343082
"2143","IT","RMW",-0.00125700421657601
"2144","IT","RMW",-0.0172144598129058
"2145","IT","RMW",0.0022288295933403
"2146","RE","RMW",-0.000819575216077586
"2147","CD","RMW",0.00324686841679619
"2148","CS","RMW",-0.00217827834067878
"2149","CS","RMW",-0.0022272628500853
"2150","M","RMW",-0.00584754812045615
"2151","CS","RMW",0.00175762097817685
"2152","FI","RMW",-0.00780996311669336
"2153","FI","RMW",-0.0148095278791192
"2154","M","RMW",0.00344171668120807
"2155","IT","RMW",0.00228140246406396
"2156","H","RMW",-0.00585882798652246
"2157","FI","RMW",-0.00474487793113851
"2158","E","RMW",-0.00439989873632451
"2159","H","RMW",-0.00467271054404955
"2160","IT","RMW",0.00102757035607872
"2161","IT","RMW",-0.0269009488846532
"2162","CD","RMW",-0.00997107774031774
"2163","E","RMW",0.00387580628883258
"2164","M","RMW",0.00510523208968483
"2165","U","RMW",-0.000981390061201704
"2166","I","RMW",-0.0014801024053606
"2167","CD","RMW",0.00405429758737851
"2168","U","RMW",-0.00122582990288487
"2169","E","RMW",-0.00301042539227855
"2170","CD","RMW",0.0121479660380382
"2171","I","RMW",0.00444386669242084
"2172","FI","RMW",-0.00670403516018409
"2173","I","RMW",-0.0014036112255604
"2174","U","RMW",-0.00197847208816208
"2175","M","RMW",-0.000291929118399664
"2176","IT","RMW",-0.0073212013634781
"2177","CD","RMW",0.00551633444189756
"2178","E","RMW",-0.00425893190318727
"2179","CD","RMW",-0.000565805099789852
"2180","E","RMW",-0.00376068389603296
"2181","IT","RMW",-0.0053420975496892
"2182","I","RMW",-0.00469327437970508
"2183","M","RMW",-0.00697536838127475
"2184","I","RMW",0.00274885489084836
"2185","IT","RMW",0.0001000945946514
"2186","I","RMW",-0.00178678704571467
"2187","FI","RMW",-0.00363516946190065
"2188","CS","RMW",0.00182539928139888
"2189","H","RMW",-0.0111303311248089
"2190","H","RMW",-0.00147271473918239
"2191","H","RMW",-0.00703650373431899
"2192","U","RMW",-0.00502743570499534
"2193","CS","RMW",0.0002692874559186
"2194","U","RMW",-0.000600308715931775
"2195","E","RMW",-0.00307740732523045
"2196","FI","RMW",-0.00774839812785769
"2197","CD","RMW",-0.00272301539299927
"2198","M","RMW",0.00199018385404211
"2199","FI","RMW",-0.00558790553941437
"2200","CS","RMW",-0.00205041590278188
"2201","FI","RMW",0.00184946054963297
"2202","RE","RMW",-0.00625724685180846
"2203","FI","RMW",-0.0114356853443931
"2204","U","RMW",0.00393955803541579
"2205","RE","RMW",-0.00307333693184708
"2206","CD","RMW",-0.00649888517474168
"2207","CD","RMW",0.010362284414958
"2208","I","RMW",-0.00452252979013426
"2209","IT","RMW",0.00318070522732944
"2210","E","RMW",-0.00364669635946279
"2211","FI","RMW",-0.00971052926570437
"2212","I","RMW",-0.00589212642967708
"2213","RE","RMW",-0.00437359754437954
"2214","IT","RMW",-0.0105878850390544
"2215","RE","RMW",-0.00366852711186804
"2216","H","RMW",-0.0114485697371478
"2217","FI","RMW",-0.0201842810739265
"2218","H","RMW",0.00177413365515651
"2219","I","RMW",-0.00121522024667605
"2220","I","RMW",-0.00332575732060304
"2221","I","RMW",-0.00155732479732219
"2222","I","RMW",-0.00177276491010458
"2223","CD","RMW",0.00507459759552851
"2224","CD","RMW",-0.0100611047875881
"2225","IT","RMW",-0.00774615919587014
"2226","RE","RMW",-0.000998933252963755
"2227","U","RMW",0.000254509334392473
"2228","E","RMW",-0.00287157377555175
"2229","IT","RMW",0.00862780112443093
"2230","M","RMW",-0.00304257497556378
"2231","U","RMW",-0.00325599799882776
"2232","M","RMW",0.00016012096747335
"2233","RE","RMW",0.00168112744573665
"2234","IT","RMW",-0.00982690814531081
"2235","RE","RMW",-0.000543028307441222
"2236","CD","RMW",-0.00121019811238945
"2237","U","RMW",0.00106280013869005
"2238","I","RMW",0.00628381512273965
"2239","FI","RMW",-0.00471747260973306
"2240","CD","RMW",-0.0051859096569914
"2241","CD","RMW",0.00920184079693686
"2242","FI","RMW",-0.00443355724193356
"2243","I","RMW",-0.00448794674145052
"2244","H","RMW",-0.00838532289952579
"2245","FI","RMW",-0.0170865498558148
"2246","FI","RMW",-0.00829392289312836
"2247","IT","RMW",-0.00863914507080436
"2248","IT","RMW",-0.00350995559887423
"2249","CS","RMW",0.00660521428027381
"2250","FI","RMW",2.2679014249192e-05
"2251","IT","RMW",-0.0100609119908456
"2252","CD","RMW",0.00863597898025129
"2253","CD","RMW",0.00725634487564963
"2254","IT","RMW",-0.00276533369104074
"2255","E","RMW",0.000714947024484848
"2256","IT","RMW",-0.0011766606819789
"2257","I","RMW",-0.00337259419961905
"2258","CD","RMW",0.00339043617841212
"2259","CD","RMW",-0.00534940832850378
"2260","CD","RMW",0.00777167137797413
"2261","FI","RMW",-0.00564604223482893
"2262","IT","RMW",0.00181045319704885
"2263","CD","RMW",0.00601722343335997
"2264","I","RMW",-0.00472548161328911
"2265","FI","RMW",-0.00140437647750716
"2266","CD","RMW",-0.0131691170148038
"2267","CD","RMW",-0.000591316725568789
"2268","CD","RMW",-0.00110900414213865
"2269","CS","RMW",-0.00673301959883379
"2270","CD","RMW",0.0063441091024102
"2271","FI","RMW",-0.00600677934334906
"2272","CD","RMW",-0.00720932981372347
"2273","I","RMW",0.00196050295381354
"2274","I","RMW",0.0102781591636692
"2275","H","RMW",-0.0016927302740836
"2276","I","RMW",0.00241595750305884
"2277","I","RMW",0.00444167835996181
"2278","I","RMW",-0.000680249823091396
"2279","H","RMW",-0.00843244895263253
"2280","FI","RMW",-0.00781862410150425
"2281","CD","RMW",0.00551493494179414
"2282","E","RMW",-0.00727008495568978
"2283","H","RMW",-0.00592110273205448
"2284","RE","RMW",-0.00420143401127738
"2285","IT","RMW",-0.00333017280569353
"2286","I","RMW",-0.00118005010185201
"2287","T","RMW",0.00103774248941112
"2288","H","RMW",-0.0166588425891586
"2289","CD","RMW",-0.000673535144386399
"2290","IT","RMW",-0.00190777613219478
"2291","RE","RMW",-0.00111483437670702
"2292","M","RMW",-0.00267473307005369
"2293","CS","RMW",0.00487483480495974
"2294","CS","RMW",-0.00552583836745675
"2295","CD","RMW",-0.00223474869621492
"2296","I","RMW",-0.00124188610846209
"2297","H","RMW",-0.0055670359406622
"2298","U","RMW",0.00248599871549735
"2299","FI","RMW",-0.00516539780346475
"2300","RE","RMW",-0.0237255395643946
"2301","IT","RMW",-0.00464623253407893
"2302","IT","RMW",-0.0030903560587386
"2303","RE","RMW",-0.00441744639431517
"2304","CD","RMW",0.0035726877073143
"2305","E","RMW",-0.0106823795274188
"2306","FI","RMW",-0.00418328820123939
"2307","CD","RMW",0.00949408185196261
"2308","CD","RMW",0.00231633219778464
"2309","U","RMW",0.00113749998688496
"2310","IT","RMW",-0.00751374704268573
"2311","FI","RMW",-0.00372586356233615
"2312","I","RMW",0.00370424562871337
"2313","CD","RMW",0.00717510537413566
"2314","H","RMW",-0.00994232882237329
"2315","FI","RMW",-0.0127960830726815
"2316","I","CMA",0.00392176835397245
"2317","H","CMA",0.00317887726358102
"2318","IT","CMA",0.000128272142055139
"2319","IT","CMA",0.0004799406348327
"2320","I","CMA",0.00964259810830113
"2321","IT","CMA",-0.00814063378268392
"2322","IT","CMA",-0.0167096776572416
"2323","CD","CMA",0.0133699999665092
"2324","U","CMA",0.0125006921610024
"2325","H","CMA",0.00466722872911875
"2326","FI","CMA",0.00562548279928936
"2327","FI","CMA",0.00251303602918717
"2328","H","CMA",-0.00370367960536344
"2329","M","CMA",0.00318732331455293
"2330","IT","CMA",-0.00888639041410773
"2331","I","CMA",0.0183432868991229
"2332","M","CMA",-0.000932491018029547
"2333","RE","CMA",0.00134879645572943
"2334","H","CMA",0.00495701617503984
"2335","H","CMA",-0.00854842877231956
"2336","H","CMA",0.00142454176940921
"2337","U","CMA",0.0107671188608958
"2338","FI","CMA",0.00847795034320412
"2339","IT","CMA",-0.00514104444142125
"2340","IT","CMA",-0.0045904890690212
"2341","CS","CMA",0.0136867376668035
"2342","CD","CMA",-0.00918534496153295
"2343","I","CMA",0.0168878601162845
"2344","U","CMA",0.00784680689150425
"2345","FI","CMA",-0.00605462365663998
"2346","FI","CMA",-0.000419442417268586
"2347","RE","CMA",0.00453522235039367
"2348","U","CMA",0.0113898377716441
"2349","H","CMA",0.0142086285699671
"2350","I","CMA",0.00109476216464907
"2351","H","CMA",0.00831096532873478
"2352","IT","CMA",0.00205362420325512
"2353","E","CMA",0.0113526749464347
"2354","IT","CMA",0.00164910917343547
"2355","E","CMA",0.000413936499784058
"2356","IT","CMA",0.00335445334649533
"2357","H","CMA",0.000672236523423295
"2358","FI","CMA",0.00556976415989952
"2359","I","CMA",0.0059436386254442
"2360","E","CMA",0.00347162534159791
"2361","RE","CMA",0.00404796723381913
"2362","IT","CMA",-0.0130132845248508
"2363","IT","CMA",-0.00613989448211539
"2364","CD","CMA",-0.00413469285867535
"2365","CS","CMA",0.00891232584679178
"2366","I","CMA",0.00800208231336098
"2367","FI","CMA",0.00384172381275585
"2368","FI","CMA",0.00320629494707427
"2369","T","CMA",0.0196515689207557
"2370","IT","CMA",-0.00288404206308109
"2371","IT","CMA",0.00829624885187502
"2372","CD","CMA",0.0154105383900421
"2373","RE","CMA",-0.000231183349330416
"2374","M","CMA",0.0119581816346996
"2375","E","CMA",0.00797401053463892
"2376","M","CMA",0.00201399407822924
"2377","FI","CMA",-0.0139515236273923
"2378","FI","CMA",-0.00887177217872234
"2379","H","CMA",0.00748753329531668
"2380","FI","CMA",-0.00303922229358358
"2381","H","CMA",0.00346806378111035
"2382","CD","CMA",0.00439995076862404
"2383","H","CMA",-0.00136300463167418
"2384","FI","CMA",0.0068726783918305
"2385","FI","CMA",0.0152367798917516
"2386","I","CMA",0.00494018774174078
"2387","CD","CMA",-0.00256845978172223
"2388","CD","CMA",-0.00862101577443458
"2389","RE","CMA",0.00671542215560998
"2390","H","CMA",0.00185709930449269
"2391","H","CMA",0.00887869910334108
"2392","IT","CMA",-0.00662948041351155
"2393","I","CMA",0.0113994848057815
"2394","IT","CMA",0.00373881015709166
"2395","E","CMA",0.0130366691568248
"2396","IT","CMA",-0.00578924693491512
"2397","CS","CMA",0.0122436149398781
"2398","FI","CMA",-0.00353885848653389
"2399","H","CMA",0.0113701515222889
"2400","CD","CMA",-0.00104340556469244
"2401","CD","CMA",0.00887972383742095
"2402","I","CMA",0.00495424291098387
"2403","FI","CMA",0.0011646111865269
"2404","CD","CMA",0.0103638932155443
"2405","H","CMA",0.0164271624382725
"2406","H","CMA",0.00781237132556645
"2407","U","CMA",0.0093263241671043
"2408","T","CMA",0.0246792706828311
"2409","H","CMA",0.00766926060447196
"2410","M","CMA",0.000791858348971648
"2411","FI","CMA",-0.0095064366406274
"2412","CD","CMA",0.0124496183528943
"2413","E","CMA",0.00839567561586921
"2414","CD","CMA",0.00660333439097177
"2415","FI","CMA",0.00361700987439708
"2416","CS","CMA",0.0175096462100839
"2417","H","CMA",-0.00141690937743532
"2418","E","CMA",-0.00148510610011919
"2419","FI","CMA",0.0177517188972369
"2420","I","CMA",0.001803255687369
"2421","IT","CMA",-0.00642411365988009
"2422","FI","CMA",-0.00968771358406903
"2423","IT","CMA",-0.00362661224750215
"2424","CS","CMA",0.00845029130136487
"2425","FI","CMA",-0.00128984938294882
"2426","U","CMA",0.0118270911177692
"2427","CS","CMA",0.010891109250187
"2428","IT","CMA",-0.00665550929119495
"2429","CS","CMA",0.0103972570886656
"2430","CD","CMA",0.0138906738472586
"2431","FI","CMA",-0.0051381112487472
"2432","CS","CMA",0.00943404315882149
"2433","E","CMA",0.00524824011200215
"2434","E","CMA",0.00532732729618795
"2435","U","CMA",0.0104940428906022
"2436","CS","CMA",0.00140874800608983
"2437","H","CMA",0.00492771718771087
"2438","IT","CMA",0.00348308660156559
"2439","CS","CMA",0.00872583368704141
"2440","RE","CMA",0.00384828364018568
"2441","I","CMA",0.00298929486444897
"2442","I","CMA",0.00456857625778807
"2443","CS","CMA",0.0179704260312025
"2444","CD","CMA",0.0045511079478142
"2445","H","CMA",-0.00303476330514799
"2446","CD","CMA",0.00448453785097407
"2447","H","CMA",0.00492963387112353
"2448","I","CMA",0.0107074417641632
"2449","I","CMA",0.00779156245939256
"2450","H","CMA",0.00462710218675599
"2451","E","CMA",-0.00523479563253061
"2452","RE","CMA",0.00757073937888966
"2453","FI","CMA",0.00169623817220526
"2454","CD","CMA",0.00971848445901539
"2455","CD","CMA",0.0115279859770842
"2456","CD","CMA",0.0125792511055143
"2457","CD","CMA",0.0091113314574651
"2458","U","CMA",0.0076763055300392
"2459","I","CMA",0.00498694094561471
"2460","M","CMA",0.0004511300341683
"2461","CS","CMA",0.0143336597977202
"2462","U","CMA",0.0080323623170045
"2463","RE","CMA",0.00590982242151417
"2464","U","CMA",0.0114919694946348
"2465","IT","CMA",-0.01577684157495
"2466","FI","CMA",-0.0118233191266495
"2467","M","CMA",0.000968584526896587
"2468","I","CMA",0.00751307742290067
"2469","IT","CMA",-0.000422266728802482
"2470","M","CMA",0.00382386749715238
"2471","U","CMA",0.01027225328955
"2472","H","CMA",0.0132536281825345
"2473","IT","CMA",-0.0115751707577718
"2474","I","CMA",0.00896177882846417
"2475","U","CMA",0.0008516785714742
"2476","E","CMA",-0.00185994491270092
"2477","E","CMA",0.0100308985961115
"2478","I","CMA",0.0101051284721797
"2479","RE","CMA",0.000384407377469392
"2480","RE","CMA",0.000764814534479735
"2481","RE","CMA",-0.00318758794915231
"2482","CS","CMA",0.00545639173774479
"2483","U","CMA",0.0121630986806144
"2484","FI","CMA",0.00330215829076456
"2485","U","CMA",0.00677354343329795
"2486","CD","CMA",0.00208431887294548
"2487","I","CMA",0.00655563258677691
"2488","H","CMA",0.00411960314825324
"2489","RE","CMA",0.00439773202425135
"2490","E","CMA",0.0115773725133821
"2491","IT","CMA",0.000397782845727647
"2492","I","CMA",0.00916086040970877
"2493","RE","CMA",0.0109923889885634
"2494","I","CMA",0.00301052876269733
"2495","IT","CMA",0.00590396077150958
"2496","FI","CMA",-0.00438955909352479
"2497","U","CMA",0.00782619004091932
"2498","IT","CMA",0.00636358786423672
"2499","IT","CMA",-0.000644187988841596
"2500","I","CMA",0.0103608379922277
"2501","I","CMA",0.00378745565150458
"2502","M","CMA",0.00168552026510885
"2503","CD","CMA",0.0192235225649997
"2504","CD","CMA",0.00548065618875846
"2505","I","CMA",0.0122372850240693
"2506","FI","CMA",0.00109510123979253
"2507","M","CMA",0.0221789075242469
"2508","CD","CMA",0.0014459243052379
"2509","IT","CMA",0.00236164942883538
"2510","I","CMA",0.002817067557607
"2511","I","CMA",0.0189756031326253
"2512","RE","CMA",0.0163041940463633
"2513","CS","CMA",0.0103320193247928
"2514","CD","CMA",-0.00858527218777827
"2515","CD","CMA",0.0165993118664784
"2516","H","CMA",0.0028820122556105
"2517","IT","CMA",-0.00391582563500314
"2518","FI","CMA",-0.0102148751971768
"2519","CD","CMA",-0.0013178129736742
"2520","I","CMA",0.0106018840874219
"2521","E","CMA",0.00846815492460772
"2522","CD","CMA",0.00501022663922141
"2523","CD","CMA",0.00574671520153273
"2524","IT","CMA",-0.00407196314607979
"2525","FI","CMA",0.00196460774546061
"2526","CD","CMA",0.00571338902067137
"2527","H","CMA",0.0156291593791354
"2528","RE","CMA",0.0139378847098623
"2529","E","CMA",0.00864386926765127
"2530","H","CMA",0.0101263452529856
"2531","CS","CMA",0.0161414139595347
"2532","E","CMA",0.00905688489730505
"2533","H","CMA",0.00106923185494187
"2534","CD","CMA",0.00638356976606988
"2535","I","CMA",0.00905419611804689
"2536","CS","CMA",0.0145092642834408
"2537","RE","CMA",0.00641982383362667
"2538","IT","CMA",-0.00198366576815089
"2539","H","CMA",-0.0045122517108894
"2540","FI","CMA",0.000963409050643482
"2541","I","CMA",0.00905442489793669
"2542","H","CMA",0.00324389074043987
"2543","I","CMA",0.00278364407040417
"2544","H","CMA",-0.0084520897120011
"2545","I","CMA",0.0106101613160804
"2546","IT","CMA",-0.00424733451188969
"2547","FI","CMA",0.0013682240783994
"2548","IT","CMA",-0.000442168018044955
"2549","H","CMA",0.00377113036947149
"2550","M","CMA",0.00536382782276271
"2551","CD","CMA",0.0115212464044113
"2552","M","CMA",-0.001245377969475
"2553","IT","CMA",0.00318454411277867
"2554","H","CMA",-0.000182101965455078
"2555","FI","CMA",-0.0064058775327774
"2556","IT","CMA",-0.0197686542249662
"2557","RE","CMA",0.0163415935550035
"2558","I","CMA",0.00395844765308235
"2559","I","CMA",0.0130423652538172
"2560","CS","CMA",0.0124239314402835
"2561","I","CMA",0.00890093606937223
"2562","FI","CMA",-0.00828152657496593
"2563","IT","CMA",0.00412999267787474
"2564","I","CMA",0.00328908037523415
"2565","CS","CMA",0.0104260573819579
"2566","FI","CMA",-0.00276970350322055
"2567","CS","CMA",0.0169866471224451
"2568","RE","CMA",0.0158111089969862
"2569","E","CMA",0.017251139494933
"2570","IT","CMA",0.00941315131367981
"2571","CD","CMA",0.00746323725885933
"2572","CS","CMA",0.0108931343295613
"2573","CD","CMA",0.00956132815987774
"2574","I","CMA",0.00584332211792896
"2575","H","CMA",-0.000311663426101632
"2576","IT","CMA",-0.000433027767579491
"2577","CD","CMA",0.0146817665740417
"2578","CD","CMA",0.00675280825126578
"2579","FI","CMA",-0.00450761600194982
"2580","H","CMA",0.0100587679218074
"2581","FI","CMA",-0.0146365039488283
"2582","CD","CMA",0.00388209558079953
"2583","I","CMA",0.00433439858538579
"2584","CD","CMA",0.00914422179143599
"2585","M","CMA",-0.0042860019961979
"2586","FI","CMA",-0.00178606085783262
"2587","RE","CMA",0.0149215089877484
"2588","CD","CMA",0.0170401368258887
"2589","E","CMA",0.0049846098028614
"2590","E","CMA",-0.00257461070974615
"2591","CD","CMA",0.00641133862487592
"2592","FI","CMA",0.0072996519389825
"2593","M","CMA",0.000224046713312191
"2594","I","CMA",1.46996735549272e-05
"2595","IT","CMA",-0.000801330002310755
"2596","CD","CMA",0.0131854079108517
"2597","CS","CMA",0.0128577315016767
"2598","CD","CMA",0.000650577106157021
"2599","H","CMA",0.00917692301649683
"2600","H","CMA",0.0128315239883878
"2601","H","CMA",0.0124905674318664
"2602","FI","CMA",-0.00963568441829341
"2603","H","CMA",-0.00240262732083251
"2604","CD","CMA",-0.0016355530093034
"2605","CD","CMA",0.0166295117978762
"2606","IT","CMA",-0.00113726798464152
"2607","IT","CMA",-0.00835471990996913
"2608","IT","CMA",-0.0128043578456613
"2609","RE","CMA",0.00441338565806386
"2610","CD","CMA",0.0059524572356057
"2611","CS","CMA",0.00235912042116299
"2612","CS","CMA",0.00604114635660455
"2613","M","CMA",0.00231636528193829
"2614","CS","CMA",-0.000348219366567482
"2615","FI","CMA",0.00153120123063318
"2616","FI","CMA",-0.0147896507136201
"2617","M","CMA",0.00274305713093938
"2618","IT","CMA",0.00614394348707279
"2619","H","CMA",0.00264518400736621
"2620","FI","CMA",0.0091659679805377
"2621","E","CMA",0.00500070066203489
"2622","H","CMA",0.00424885358716097
"2623","IT","CMA",-0.00601879379762672
"2624","IT","CMA",-0.0266816504712065
"2625","CD","CMA",0.0114755920959159
"2626","E","CMA",-0.00741633901260809
"2627","M","CMA",0.0110228698626306
"2628","U","CMA",0.0104130935287451
"2629","I","CMA",0.0135084340592455
"2630","CD","CMA",0.00140726301867706
"2631","U","CMA",0.0106002446165919
"2632","E","CMA",0.0060065005514909
"2633","CD","CMA",0.0114483526891168
"2634","I","CMA",-0.00161006491617271
"2635","FI","CMA",-0.0107157430132684
"2636","I","CMA",0.0055529758577188
"2637","U","CMA",0.00367535652584368
"2638","M","CMA",0.0104448890398952
"2639","IT","CMA",-0.0104153016471366
"2640","CD","CMA",0.00507155587848852
"2641","E","CMA",0.00362254132382439
"2642","CD","CMA",0.012566036062877
"2643","E","CMA",0.0149005004993516
"2644","IT","CMA",0.00431297549715578
"2645","I","CMA",0.00853626537283562
"2646","M","CMA",-0.00233905759970671
"2647","I","CMA",0.00562046748734047
"2648","IT","CMA",0.00623025832784641
"2649","I","CMA",0.00443200774635953
"2650","FI","CMA",-0.00520295418428081
"2651","CS","CMA",0.0105856219767132
"2652","H","CMA",-0.00361599677415314
"2653","H","CMA",0.00514596231831025
"2654","H","CMA",0.0103570850330549
"2655","U","CMA",0.0114625583361916
"2656","CS","CMA",0.0118114524099116
"2657","U","CMA",0.00977933821016373
"2658","E","CMA",-0.000539092473593597
"2659","FI","CMA",-0.00145102061751251
"2660","CD","CMA",0.000446265893863502
"2661","M","CMA",0.00511416503821755
"2662","FI","CMA",-0.000334723046129433
"2663","CS","CMA",0.0126376112708644
"2664","FI","CMA",0.00580231657925339
"2665","RE","CMA",0.00152653518883566
"2666","FI","CMA",-0.0106911046250763
"2667","U","CMA",0.0068691094365294
"2668","RE","CMA",0.00818222410284344
"2669","CD","CMA",-1.74958688650696e-05
"2670","CD","CMA",0.00602739956955351
"2671","I","CMA",0.00211476925720907
"2672","IT","CMA",0.00781639475039829
"2673","E","CMA",0.0140739084365412
"2674","FI","CMA",0.00154765689193219
"2675","I","CMA",0.00304903405872367
"2676","RE","CMA",0.0203890390190757
"2677","IT","CMA",-0.00702451665824019
"2678","RE","CMA",0.0107018759771396
"2679","H","CMA",0.0103415645777954
"2680","FI","CMA",-0.00104205188858756
"2681","H","CMA",0.00231995065850198
"2682","I","CMA",3.48151250834967e-05
"2683","I","CMA",0.00521486290116087
"2684","I","CMA",0.00053801200713227
"2685","I","CMA",0.00404629453651104
"2686","CD","CMA",0.012382223955146
"2687","CD","CMA",0.00350519929619033
"2688","IT","CMA",-0.0171796230035856
"2689","RE","CMA",0.002173789246761
"2690","U","CMA",0.0170225689610271
"2691","E","CMA",0.00868532803538196
"2692","IT","CMA",-0.0116710283849196
"2693","M","CMA",0.00756914739861969
"2694","U","CMA",0.00775216692386493
"2695","M","CMA",0.0105652597488993
"2696","RE","CMA",0.0127734889462406
"2697","IT","CMA",-0.00948404193215959
"2698","RE","CMA",0.00406787946760166
"2699","CD","CMA",-0.00111566512097916
"2700","U","CMA",0.0102978385129807
"2701","I","CMA",0.0127012951389811
"2702","FI","CMA",0.00376582676929137
"2703","CD","CMA",0.00148501593954426
"2704","CD","CMA",0.00287271049417539
"2705","FI","CMA",-0.00249980970255246
"2706","I","CMA",0.00724197688247064
"2707","H","CMA",0.00780343549248947
"2708","FI","CMA",0.000898861989068244
"2709","FI","CMA",-0.0184720822242512
"2710","IT","CMA",0.00470036420754757
"2711","IT","CMA",-0.00210591395537303
"2712","CS","CMA",0.00771156396187409
"2713","FI","CMA",0.00794673917439148
"2714","IT","CMA",-0.001586461765318
"2715","CD","CMA",0.0108682279170092
"2716","CD","CMA",0.015237233019106
"2717","IT","CMA",-0.00367243933207492
"2718","E","CMA",0.00505400217471398
"2719","IT","CMA",0.0047797394113232
"2720","I","CMA",0.00420541281200734
